document	token_label	emotion_label
When Aunt Anne moved now it was with infinite caution as though she were stalking her enemy and was afraid lest any incautious gesture should betray her into his ambush No less marked than her torture was her courage and the expectation that sustained that courage.	O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O	sadness
It was as though they both inwardly realised that there was trouble for them of every kind waiting outside and that they could only definitely realise their happiness by building a wall around themselves They knew perhaps in their secret hearts or at any rate Martin knew that they could not hold their castle for long.	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O	happiness
Also a magnificent lady in furs so rich that you could see nothing of her but her powdered nose was waving ropes of pearls about in a blase manner very close to them and Maggie had a strange entirely unreasonable fear that this splendour would suddenly turn round and snatch the little pearl ring and go off with it.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear
Martin although he would willingly have given her the most gorgeous ring in the shop was delighted to find that her taste was so good and like herself He had great ideas about taste some of his secret fears had been lest her strange uncouth upbringing should have caused her to like gaudy things.	O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
"""Just see whether it fits darling "" he said At the word ""darling"" the prophet cast another despairing look about the shop as though he knew well the length of time that lovers could take over these things if they once put their hearts into it Maggie was ashamed of her stubby finger as she put her hand forward--but the ring fitted exactly."	O O O O O O O O O O O O O O O O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O	sadness
They were both so fat and he had his coat and waistcoat off and he was kissing her neck My word they were frightened when they saw me standing there After that I could do what I liked with the cook We used to have prayer meetings in the drawing-room and sometimes father would pray so hard that the glass chandelier would shake and rattle till I used to think it would come down.	O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
I always knew I could turn them round my little finger I always knew he'd rather do anything than make me unhappy Sometimes we had lovely times together sitting in the dusk in the front of the fire.	O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O O O O O O O	sadness
It was a terrific excitement for her apart altogether from her love for Martin She had of course never been to a theatre She could not imagine in the least what it was like.	O O B-EMO I-EMO I-EMO O O O O O B-CAU I-CAU I-CAU I-CAU O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O	happiness
They started off towards Shaftesbury Avenue where the theatre was and as they went a funny little incident occurred They were both too happy to talk and Maggie was too happy even to think Suddenly she was aware that some one was coming towards her whom she knew She looked and tugged herself from that world of Martin and only Martin in which she was immersed.	O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O B-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Martin moved on a little and stood waiting for her She was confused and embarrassed but pleased too because he seemed glad to see her He looked the very picture of a well-dressed kindly genial friend who had known her all his life He was wearing a beautifully shining top-hat and his stiff white collar gleamed.	O O O O O O O O O O O O B-EMO O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Martin moved on a little and stood waiting for her She was confused and embarrassed but pleased too because @he seemed glad to see her He looked the very picture of a well-dressed kindly genial friend who had known her all his life He was wearing a beautifully shining top-hat and his stiff white collar gleamed.	O O O O O O O O O O O O B-EMO O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Martin moved on a little and stood waiting for her She was confused and embarrassed but pleased too because he seemed glad to see her He looked the very picture of a well-dressed kindly genial friend who had known her all his life He was wearing a beautifully shining top-hat and his stiff white collar gleamed.	O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Stupid the pleasure that his few words had given her but she felt once again as she had felt in Katherine Mark's drawing-room the contact with that other world that safe happy comfortable assured world in which everything was exactly what it seemed She was glad that he liked her and that his sister liked her Then she could not be so wild and odd and uncivilised as she often was afraid that she was.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O	happiness
As he breathed she breathed too and it seemed to her that their bodies rose and fell as one body Without looking directly at him which would she knew embarrass him before all those hungry people behind her she could out of the corner of her eye see the ruddy brown of his cheek and the hard thick curve of his shoulder.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O	sadness
But meanwhile of course she saw a handsome young soldier who was young like herself and she was naturally bored with the studious gentleman Maggie shared all the feelings of the Charity girl Had she been brought up say by a man like Mr Trenchard and then had met Martin why of course she could have gone only one way.	O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"Tea came but she could not eat anythingIn some strange way that moment in the theatre when he had pressed her hand had altered everythingShe recognised in herself a new Maggie she was excited with a thick burning excitement she was almost sleepy with the strain of it and her cheeks were hot but her throat icy coldWhen she told him that she wasn't hungry he said ""I'm not either Then he added not looking at her ""That fellow won't be back for an hour."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
She remembered his dark look his frown when she had refused himOh this loneliness this helplessness If she could be with him beside him she would fear nothing That night the first faint suspicion of jealousy of doubt an agonising dart of pain at the knowledge of what it would mean to her now if he left her stirred in her breastThis room was stifling	O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU O O B-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Aunt Anne's aloofness was coloured now with a very human anger Maggie realised with surprise that she had never seen her angry before She had been indignant disapproving superior forbidding but never angry.	O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O	surprise
The mist of anger dimmed the room it was in the potatoes and the cold dry mutton especially was it in the hard pallid knobs of cheese And Aunt Elizabeth although she was frightened by her sister's anger on this occasion shared in it She pursed her lips at Maggie and moved her fat podgy hand as though she would like to smack Maggie's cheeks.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O	fear
She went up to her bedroom and when she reached it she realised with a little pang of fright that she was a prisoner No more meetings outside Hatchards no more teas no more walks	O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O	fear
Martin dear try and write every day even if it's only the shortest line because it is dreadful to be shut up all day and I think of you all the time and wonder how you are Don't be unhappy Martin--that's the one thing I couldn't bear.	O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O	fear
You know me better than any of them do and I am just as you know me every bit The aunts are very angry because they say I deceived them but they haven't any right to tell me who I shall love have they No one has I am myself and nobody's ever cared for me except you--and Uncle Mathew so I don't see why I should think of anybody.	O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
"""All the same "" he thought ""I should go away She'd mind it at first but not half as much as she'd mind me later on when she saw what kind of a chap I really was She'd be unhappy for a bit but she'd soon meet some one else She's never seen a man yet except me."	O O O O O O O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O	sadness
She knowing nothing of the world could disregard it but HE knew knew that daily hourly recurrence of alights and insults and disappointments knew what that life could make after a time of women in such a position even though she did not mind he would mind for her and would reproach himself continually.	O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O	sadness
"""But if you go on like this you'll be so that you can't go on any longer You'll break down You know what the doctor said about your heart You aren't taking any care at all."""	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO I-EMO O O O O O O O O O O O O O O O O	sadness
I won't leave you He would like to have gone on and asked other questions but the old man seemed so worn out and exhausted that he was afraid of distressing him so he just sat there his hands on his shoulders and suddenly the white head nodded the beard sank over the breast and huddled up in the chair as though life itself had left him the old man slept.	O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
