clause	token_label	emotion-label	doc_id
dramatic in a dull way to those most concerned	O O O O O O O O O	sadness	830
He was seized with a cold in the chest late in the fall--one of those seizures ordinarily attributed to wet feet or to going out on a damp day without an overcoat--and had insisted on going to business when Mrs	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness	830
Semple urged him to stay at home and recuperate	O O O O O O O O O	sadness	830
He was in his way a very determined person	O O O O O O O O O	sadness	830
not obstreperously so	O O O	sadness	830
but quietly and under the surface	O O O O O O	sadness	830
Business was a great urge	O O O O O	sadness	830
He saw himself soon to be worth about fifty thousand dollars	O O O O O O O O O O O	sadness	830
Then this cold--nine more days of pneumonia--and he was dead	O O O O O O O O O O	sadness	830
The shoe store was closed for a few days	O O O O O O O O O	sadness	830
the house was full of sympathetic friends and church people	O O O O O O O O O O	sadness	830
There was a funeral	O O O O	sadness	830
with burial service in the Callowhill Presbyterian Church	O O O O O O O O	sadness	830
to which they belonged	O O O O	sadness	830
and then he was buried	O O O O O	sadness	830
Mrs	O	sadness	830
Semple cried bitterly	O O O	sadness	830
The shock of death affected her greatly and left her for a time in a depressed state	O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO O O O O O O O O O O	sadness	830
A brother of hers	O O O O	sadness	830
David Wiggin	O O	sadness	830
undertook for the time being to run the shoe business for her	O O O O O O O O O O O O	sadness	830
There was no will	O O O O	sadness	830
but in the final adjustment	O O O O O	sadness	830
which included the sale of the shoe business	O O O O O O O O	sadness	830
there being no desire on anybody's part to contest her right to all the property	O O O O O O O O O O O O O O O	sadness	830
she received over eighteen thousand dollars	O O O O O O	sadness	830
She continued to reside in the Front Street house	O O O O O O O O O	sadness	830
and was considered a charming and interesting widow.	O O O O O O O O	sadness	830
Meanwhile he called on Mrs	O O O O O	happiness	832
Semple	O	happiness	832
and the more he called the better he liked her	O O O O O O O O O O	happiness	832
There was no exchange of brilliant ideas between them	O O O O O O O O O	happiness	832
but he had a way of being comforting and social when he wished	O O O O O O O O O O O O O	happiness	832
He advised her about her business affairs in so intelligent a way that even her relatives approved of it	O O O O O O O O O O O O O O O O O O O	happiness	832
She came to like him	O B-EMO I-EMO I-EMO O	happiness	832
because he was so considerate	O O O O O	happiness	832
quiet	O	happiness	832
reassuring	O	happiness	832
and so ready to explain over and over until everything was quite plain to her	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	832
She could see that he was looking on her affairs quite as if they were his own	O O O O O O O O O O O O O O O O O	happiness	832
trying to make them safe and secure.	O O O O O O O	happiness	832
It was while he was calling on her in this way that his Uncle Seneca died in Cuba and left him fifteen thousand dollars	O O O O O O O O O O O O O O O O O O O O O O O O	fear	833
This money made him worth nearly twenty-five thousand dollars in his own right	O O O O O O O O O O O O O	fear	833
and he knew exactly what to do with it	O O O O O O O O O	fear	833
A panic had come since Mr Semple had died	O B-EMO O O O B-CAU I-CAU I-CAU I-CAU	fear	833
which had illustrated to him very clearly what an uncertain thing the brokerage business was	O O O O O O O O O O O O O O O	fear	833
There was really a severe business depression.	O O O O O O O	fear	833
Next day I joined Grant once more	O O O O O O O	fear	834
and found he had collected a few Sorombo men	O O O O O O O O O	fear	834
hoping to follow after me	O O O O O	fear	834
I then told him all my mishaps in Sorombo	O O O O O O O O O	fear	834
"as well as of the ""blue-devil"" frights that had seized all my men"	O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU	fear	834
I felt greatly alarmed about the prospects of the expedition	O O O O O O O O O O	fear	834
scarcely knowing what I should do	O O O O O O	fear	834
I resolved at last	O O O O	fear	834
if everything else failed	O O O O	fear	834
to make up a raft at the southern end of the N'yanza	O O O O O O O O O O O O	fear	834
and try to go up to the Nile in that way.	O O O O O O O O O O O	fear	834
These separations from Grant were most annoying	O O O O O O O	fear	835
but they could not be helped	O O O O O O	fear	835
so	O	fear	835
when all was settled here	O O O O O	fear	835
I bade him adieu-- both of us saying we would do our best--and set out on my journey	O O O O O O O O O O O O O O O O O O	fear	835
thinking what a terrible thing it was I could not prevail on my men to view things as I did	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	835
Neither my experience with native chiefs	O O O O O O	fear	835
nor my money and guns	O O O O O	fear	835
were of any use to me	O O O O O O	fear	835
simply because my men were such incomprehensible fools	O O O O O O O O	fear	835
though many of them who had travelled before ought to have known better.	O O O O O O O O O O O O O	fear	835
When within a few miles of the palace we were ordered to stop and wait for Kachuchu's return	O O O O O O O O O O O O O O O O O O	fear	836
but no sooner put up in a plaintain grove	O O O O O O O O O	fear	836
where pombe was brewing	O O O O	fear	836
and our men were all taking a suck at it	O O O O O O O O O O	fear	836
than the worthy arrived to call us on the same instant	O O O O O O O O O O O	fear	836
as the king was most anxious to see us	O O O O O B-EMO O B-CAU I-CAU	fear	836
The love of good beer of course made our men all too tired to march again	O O O O O O O O O O O O O O O O	fear	836
More reports came to us about Suwarora	O O O O O O O	sadness	837
all of the most inviting nature	O O O O O O	sadness	837
but nothing else worth mentioning occurred until we reached the border of Msalala	O O O O O O O O O O O O O	sadness	837
where an officer of M'yonga's	O O O O O	sadness	837
who said he was a bigger man than his chief	O O O O O O O O O O	sadness	837
demanded a tax	O O O	sadness	837
which I refused	O O O	sadness	837
and the dispute ended in his snatching Nasib's gun out of his hands	O O O O O O O O O O O O O	sadness	837
I thought little of this affair myself	O O O O O O O	sadness	837
beyond regretting the delay which it might occasion	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	837
as M'yonga	O O	sadness	837
I knew	O O	sadness	837
would not permit such usage	O O O O O	sadness	837
if I chose to go round by his palace and make a complaint	O O O O O O O O O O O O O	sadness	837
Both Bui and Nasib	O O O O	sadness	837
however	O	sadness	837
were so greatly alarmed	O O O O	sadness	837
that before I could say a word they got the gun back again by paying four yards merikani.	O O O O O O O O O O O O O O O O O O	sadness	837
Lumeresi	O	disgust	838
on hearing this	O O O	disgust	838
first consulted me	O O O	disgust	838
saying his chief was displeased with him	O O O O B-EMO O O	disgust	838
accusing him of being too proud	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	838
in having at once two such distinguished guests	O O O O O O O O	disgust	838
and meant by these acts only to humble him	O O O O O O O O O	disgust	838
I replied	O O	disgust	838
if that was the case	O O O O O	disgust	838
the sooner he allowed us to go	O O O O O O O	disgust	838
the better it would be for him	O O O O O O O	disgust	838
and	O	disgust	838
reminding him of his original promise to give me assistance on to Usui	O O O O O O O O O O O O O	disgust	838
said he could do so now with a very good grace.	O O O O O O O O O O O	disgust	838
His badges of office he had tied on his head	O O O O O O O O O O	happiness	839
the butt of a shell	O O O O O	happiness	839
representing the officer's badge	O O O O	happiness	839
being fixed on the forehead	O O O O O	happiness	839
whilst a small sheep's horn	O O O O O	happiness	839
fixed jauntily over the temple	O O O O O	happiness	839
denoted that he was a magician	O O O O O O	happiness	839
Wishing to try my powers in magical arts	O O O O O O O O	happiness	839
as I laughed at his church	O O O O O O	happiness	839
he begged me to produce an everlasting spring of water by simply scratching the ground	O O O O O O O O O O O O O O O	happiness	839
however	O	happiness	839
drew short up	O O O	happiness	839
to the intense delight of my men	O O O B-EMO O O O	happiness	839
on my promising that I would do so if he made one first.	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	839
This night one was shot	O O O O O	happiness	840
without any mistake about it	O O O O O	happiness	840
for the next morning we tracked him by his blood	O O O O O O O O O O	happiness	840
and afterwards heard he had died of his wound	O O O O O O O O O	happiness	840
The Wasui elders	O O O	happiness	840
contrary to my expectation	O O O O	happiness	840
then came and congratulated us on our success	O O O O O O O O	happiness	840
They thought us most wonderful men	O O O O B-EMO O	happiness	840
and possessed of supernatural powers	O B-CAU I-CAU I-CAU I-CAU	happiness	840
for the thief in question was a magician	O O O O O O O O	happiness	840
who until now was thought to be invulnerable	O O O O O O O O	happiness	840
Indeed	O	happiness	840
they said Arabs with enormous caravans had often been plundered by these people	O O O O O O O O O O O O O	happiness	840
but though they had so many more guns than ourselves	O O O O O O O O O O	happiness	840
they never succeeded in killing one.	O O O O O O	happiness	840
Nasib then returned to inform us that the king had heard our complaint	O O O O O O O O O O O O O	sadness	841
and was sorry for it	O O B-EMO O O	sadness	841
but said he could not interfere with the rights of his officers	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	841
He did not wish himself to take anything from us	O O O O O O O O O O	sadness	841
and hoped we would come on to him as soon as we had satisfied his officers with the trifle they wanted	O O O O O O O O O O O O O O O O O O O O O	sadness	841
Virembo then sent us some pombe by his officers	O O O O O O O O O	sadness	841
and begged us to have patience	O O O O O O	sadness	841
for he was then fleecing Masudi at the encamping-ground near the palace.	O O O O O O O O O O O O	sadness	841
Early in the morning we were on foot again	O O O O O O O O O	happiness	842
only too thankful to have got off so cheaply	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	happiness	842
Then men were appointed as guides and protectors	O O O O O O O O	happiness	842
to look after us as far as the border	O O O O O O O O O	happiness	842
What an honour	O O O	happiness	842
We had come into the country drawn there by a combination of pride and avarice and now we were leaving it in hot haste under the guidance of an escort of officers	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	842
who were in reality appointed to watch us as dangerous wizards and objects of terror.	O O O O O O O O O O O O O O O	happiness	842
Whilst Baraka's arguments all rested the other way	O O O O O O O O	disgust	843
-- that no one could tell what was ahead of him--Bana had sold himself to luck and the devil--but though he did not care for his own safety	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust	843
he ought not to sacrifice the lives of others--Bombay and his lot were fools for their pains in trusting to him.	O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	843
At his invitation we now crossed over the spur to the Ingezi Kagera side	O O O O O O O O O O O O O O	surprise	844
when	O	surprise	844
to surprise me	O B-EMO O	surprise	844
the canoes I had come up the lake in appeared before us	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	844
They had gone out of the lake at its northern end	O O O O O O O O O O O	surprise	844
paddled into	O O	surprise	844
and then up the Kagera to where we stood	O O O O O O O O O	surprise	844
showing	O	surprise	844
by actual navigation	O O O	surprise	844
the connection of these highland lakes with the rivers which drain the various spurs of the Mountains of the Moon.	O O O O O O O O O O O O O O O O O O O O	surprise	844
A man from Ruanda then told us of the Wilyanwantu (men-eaters)	O O O O O O O O O O O	disgust	845
who disdained all food but human flesh	O O O O O O O	disgust	845
